Product_Name,Product_Price,Product_MRP_Price,Ratings,Review_Count,Screen Resolution,Screen_Size,Brand_Name,Refresh_Rate,Monitor_Category,Model_Number
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Input, Built-in Speaker, Max 250 Nits Brightness, Black","12,999","M.R.P: ₹29,999₹29,999",3.8 out of 5 stars,"1,633",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 80 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics AC32FHD LED Curved 75Hz 80cm (32"") 1920x1080 FHD resolution monitor with HDMI + VGA dual input, Built-in speaker, Wall mount facility, max 250 Nits brightness and Ultra slim bezel",Item model number ZEB-AC32FHD
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
Acer SA222Q 21.5 Inch Full HD IPS Ultra Slim (7.2mm Thick) Backlight LED LCD Monitor I Zero Frame I 100Hz Refresh I 1 MS VRB I AMD Free Sync I 1xHDMI 1xVGA I Eye Care Features I Tilt Option I White,"6,860","M.R.P: ₹10,000₹10,000",4.3 out of 5 stars,"3,350",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand Acer,Refresh Rate 100 Hz,Generic Name Monitor,Item model number UM.WS2SI.E01
"Dell D1918H 18.5"" (46 cm) HD Monitor 1366X768 Pixels@60Hz, TN Panel, 3Yrs Warranty, Brightness 200 cd/m², Contrast Ratio 600:1, 16.7m Colours, Colour Gamut 72% NTSC(CIE 1931), HDMI & VGA, Tilt Adjust","5,799","M.R.P: ₹10,000₹10,000",4.2 out of 5 stars,"1,437",Display Resolution Maximum 1366 x768,Screen Size 18.5 Inches,Brand Dell,Refresh Rate 60,Generic Name D1918H,Item model number D1918H
Acer ED320QR 31.5 Inch Full HD VA Panel 1500R Curved Backlight LED LCD Monitor I 1 MS VRB I 165Hz Refresh Rate I AMD Free Sync Premium I HDR 10 I 2 X HDMI 1 X Display Port I Eye Care Features I Black,"15,919","M.R.P: ₹20,999₹20,999",3.9 out of 5 stars,70,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 31.5 Inches,Brand Acer,Refresh Rate 165 Hz,Generic Name Monitor,Item model number UM.JE0SI.301
"LG 27UP650-W 27 Inche (68.4 Cm) 27 (68.4cm) UHD (3840 x 2160 Pixels) 4K IPS Display, VESA DisplayHDR 400, Immersive Gaming Experience, AMD FreeSync, Ergonomic Design (Silver)","26,099","M.R.P: ₹39,500₹39,500",4.3 out of 5 stars,"3,926",Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand LG,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 27UP650-W.ATR
"LG Electronics 24 Inch (60.9Cm) Full Hd Monitor with IPS Panel(1920X1080 Pixel),1Ms,75Hz,AMD Free-Sync with Gaming Mode,3-Side Borderless Design,Vga,Hdmi,Display Port,Tilt Stand - 24Mp60G (Black)","8,199","M.R.P: ₹17,000₹17,000",4.4 out of 5 stars,204,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 60.4 Centimetres,Brand LG,Refresh Rate 75 Hz,Generic Name PC Monitor,Item model number 24MP60G-B.ATR
"BenQ MOBIUZ EX2710S 27""(68cm) IPS Bezel-Less HDR Gaming Monitor with Height Adjust-Full HD,99% sRGB,165Hz,1ms MPRT, AMD FreeSync Premium,Black Equalizer,treVolo Speakers,HDMI,DP(Dark Grey)","18,625","M.R.P: ₹29,990₹29,990",4.6 out of 5 stars,"2,215",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 27 Inches,Brand BenQ,Refresh Rate 165 Hz,Generic Name Gaming Monitor,Item model number EX2710S
"Dell SE2222H 22"" (55.88 cm) FHD Monitor 1920 X 1080 Pixels @60Hz, VA Panel, 5-Year warranty, Brightness 250 cd/m², Contrast Ratio 3000:1, HDMI & VGA, Tilt-adjustment","6,899","M.R.P: ₹18,129₹18,129",4.2 out of 5 stars,805,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 22,Brand Dell,Refresh Rate 60,"Generic Name DELL 22"" MONITOR",Item model number SE2222H
"Samsung 27-Inch(68.58Cm) LCD M5 Fhd Smart Monitor, Mouse & Keyboard Control, Smart Tv Apps, Iot Hub, Office 365, Apple Airplay, Dex, Speakers, Remote, Bluetooth (Ls27Cm501Ewxxl, White)","16,799","M.R.P: ₹34,000₹34,000",4.2 out of 5 stars,"2,924","Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 27 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LS27CM501EWXXL
GEONIX PC Monitor (49.53 cm/19.5 Inch) | Display Output-VGA & HDMI | LED Display | Resolution 1600 x 900 | Power Consumption 21W(Max) | 3 Years Warranty,"2,899","M.R.P: ₹9,999₹9,999",3.3 out of 5 stars,95,Display Resolution Maximum 1080p Full HD Pixels,Screen Size 19.5 Inches,Brand GEONIX,Refresh Rate 75 Hz,Generic Name PC Monitor,Item model number GXTF-WVHDF195
"ZEBRONICS 32 Inch Wqhd 2K Curved 165Hz Gaming LCD Monitor,Hdr10,1Ms Mprt Response Time,Free Sync Support,Hdmi,Dp,280 Nits Max,16.7M Colors,Built-in Speakers&Bezel Less Design Zeb-S32A,Black",Does not exist,Does not exist,4.2 out of 5 stars,296,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics 32 inch WQHD 2K Curved 165Hz Gaming Monitor, HDR10, 1ms MPRT Response time, Free sync support, HDMI, DP, 280 Nits max, 16.7M colors, Built-in speakers and Bezel less design ZEB-S32A",Item model number ZEB-S32A
Acer ED320QR H 31.5 Inch Full HD VA Panel 1500R Curved Backlight LED Monitor I 1 MS VRB I 100Hz Refresh Rate I AMD Free Sync I 1 x HDMI 1 x VGA with Inbox HDMI Cable I Tilt Option I Eye Care Features,"13,599","M.R.P: ₹16,999₹16,999",3.0 out of 5 stars,2,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 31.5 Inches,Brand Acer,Refresh Rate 100 Hz,Generic Name Monitor,Item model number UM.JE0SI.H01
"ViewSonic 16 Inch Full HD Portable Monitor 1920x1080 IPS Panel, 60Hz, USB Type-C One Cable Solution 60W Charge Back, Speaker, Eye Care, Foldable Stand, Sleeve Case 2 x USB-C 3.2, 1 x Mini HDMI -VA1655","12,899","M.R.P: ₹20,700₹20,700",4.3 out of 5 stars,"1,290",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 15.6 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name Monitor,Item model number VA1655
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"ViewSonic Omni 24 Inch 165Hz IPS Full Hd 1920X1080 Pixels Gaming Led Monitor,1Ms,Hdr10,Free Sync,104% Srgb,Eye Care,Wall Mount,Tilt,2XHdmi,1XDisplay Port,Wide View Angle- Vx2479-Hd-Pro,Black","9,999","M.R.P: ₹15,990₹15,990",4.1 out of 5 stars,"3,120",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 165 Hz,Generic Name monitor,Item model number VX2479-HD-PRO
"Lenovo L-Series 24 inch (60.45cm) FHD IPS Ultraslim Monitor| 100Hz, 4ms, AMD FreeSync, HDMI, USB-C Port, 3Wx2 Speakers, HDMI, VGA, Tilt Swivel Pivot Height Adjust Stand: For Home & Office use, L24m-40",Does not exist,Does not exist,4.2 out of 5 stars,142,Display Resolution Maximum 1920 x 1080,Screen Size 23.8,Brand Lenovo,Refresh Rate 100 Hz,Generic Name Monitor,Item model number 67A9UAC3IN
"Zebronics 24 inch (60.4 cm) LED Monitor with Full HD Display, HDMI and VGA Port, built in Speaker, Slim Bezel, Metal Stand and Wall Mountable - Zeb-A24FHD LED","6,699","M.R.P: ₹24,999₹24,999",3.6 out of 5 stars,686,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 23.8 Inches,Brand ZEBRONICS,Refresh Rate 60,Generic Name Zebronics 23.8-inch (60.4cm) LED Monitor - ZEB-A24FHD LED (White),Item model number ZEB-A24FHD LED
"ViewSonic 32 Inch Full Hd 1920X1080 Resolution IPS Freesync Wide Monitor 75Hz Refresh Rate,3-Side Borderless,Dual Speaker,Hdmi,Vga,Wall Mount,Eye-Care,Flicker Free,104% Srgb -Va3209-Mh.,Black","13,910","M.R.P: ₹36,000₹36,000",4.2 out of 5 stars,"1,053",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 32 Inches,Brand ViewSonic,Refresh Rate 75 Hz,Generic Name Monitor,Item model number VA3209-MH
"Jin Office Heavy Duty Single Monitor Stand with Gas Spring Height Adjustment for 13-35"" Monitors| Fully Adjustable Single Monitor Arm| Heavy Load Capacity Single Monitor Desk Mount","7,962","M.R.P: ₹13,338₹13,338",4.6 out of 5 stars,186,None,None,Brand JIN OFFICE,None,Generic Name Single Monitor Gas Spring Heavy Duty Aluminium Arm,Item model number 25-C1
"LG 80 cm (31.5 Inches) UHD 4K (3840x2160) Pixels IPS Display Monitor - HDR 10 for Designing, AMD Free sync, DCI-P3 95%, Speaker (5W x 2 | 2.0ch), Flicker Safe, HDMI, DisplayPort - 32UN650-W, Silver","30,599","M.R.P: ₹52,500₹52,500",4.3 out of 5 stars,123,Display Resolution Maximum 3840 X 2160 (UHD) Pixels,Screen Size 32 Inches,Brand LG,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 32UN650-W
"GIGABYTE G24F 2 23.8 Inch (60.452 Cm), 165Hz (180Hz Oc) Gaming Led Monitor with 1920 X 1080 Pixels SS IPS Display, 1Ms (Mprt) Response Time, 95% DCI-P3/125% sRGB, HDR Ready, Freesync Premium (Black)","11,900","M.R.P: ₹38,000₹38,000",4.3 out of 5 stars,127,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand GIGABYTE,Refresh Rate 165 Hz,Generic Name Monitor,Item model number 9DG24F2-00-1ABIN
"BenQ GW2485TC 24"" 1920x1080 IPS Full HD 75Hz Ultra-Slim Bezel Monitor with Height Adjustment, Eye Care, Brightness Intelligence, Speakers, USB-C (PD 60W), HDMI, DP, Coding Mode, Daisy Chain (Black)","14,998","M.R.P: ₹25,990₹25,990",4.1 out of 5 stars,747,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 75 Hz,Generic Name Monitor,Item model number GW2485TC
"iVOOMi Monitor 20 Inch IV-L1901VHD LED 1600 x 900 Pixel (HD), Black","3,100","M.R.P: ₹11,999₹11,999",3.3 out of 5 stars,9,Display Resolution Maximum 1600 x 900 Pixels,Screen Size 20 Inches,Brand iVOOMi,Refresh Rate 60 Hz,Generic Name Monitor,Item model number IV-L1901VHD
"LG 24 inch (60.4 cm) IPS FHD (1920 x 1080 Pixels), Height Adjust, Display Port, HDMI, AMD FreeSync, 75 Hz Refresh, Black Color - 24MP450",Does not exist,Does not exist,4.2 out of 5 stars,"2,748",Display Resolution Maximum 1920x1080 Pixels,Screen Size 24 Inches,Brand LG,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 24MP450-B.ATR
"Dell 27"" (68.58 cm) Monitor FHD 1920 x 1080 Pixels at 60 Hz, IPS Panel, Anti-Glare, HDMI, VGA, LED Displayport|P2722H-Black","15,500","M.R.P: ₹19,999₹19,999",4.6 out of 5 stars,"1,086",Display Resolution Maximum 1920 x 1080,Screen Size 1 Inches,Brand Dell,Refresh Rate 60 Hz,"Generic Name DELL 27"" MONITOR",Item model number P2722H
"LG Ultrawide 34 Inches (87 cm) WFHD 2560 X 1080 Pixels IPS Display - HDR 10, AMD Freesync, 75Hz Refresh Rate, Srgb 98%, HDMI X 2, Audio Out - Heigh Adjustable Stand - 34WP550 (Black)","25,099","M.R.P: ₹41,000₹41,000",4.3 out of 5 stars,389,Display Resolution Maximum 2560 x 1080 Pixels,Screen Size 34 Inches,Brand LG,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 34WP550-B.ATR
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
"ZEBRONICS A27FHD LED Monitor, 27 inch (68.58cm), 250 nits, 75hz, Slim Design, FHD, 1080p, Wall Mountable, VGA, HDMI, Ultra Slim Bezel, Metal Stand, Built-in Speakers, Widescreen Monitor","9,599","M.R.P: ₹27,999₹27,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 68.5 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics ZEB-A27FHD Ultra slim LED monitor with 68.5cm (27”) wide screen, Full HD 1920x1080, 75Hz refresh rate, HDMI, VGA, 250cd/m² brightness, Built in speaker and wall mountable design",Item model number ZEB-A27FHD
"MSI MAG 274UPF 27 Inch 4K UHD Esports Gaming Monitor - 3840 x 2160 IPS Panel, 144 Hz / 1ms, G-SYNC Compatible, Adjustable Stand/VESA - Display Port 1.4a & HDMI 2.1 & Type C Port","47,999","M.R.P: ₹78,000₹78,000",5.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand MSI,Refresh Rate 144 Hz,Generic Name Monitor,Item model number MAG 274UPF
"ZEBRONICS A24FHD LED, Gaming Monitor, 24 inch (60.96cm), 300 nits, 165Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, DisplayPort, USB Port, Ultra Slim Bezel, Metal Stand, Built-in Speakers","8,999","M.R.P: ₹33,999₹33,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics ZEB-A24FHD Slim Gaming LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 165Hz refresh rate, Display port, HDMI, 300cd/m² brightness, USB, Built in speaker and wall mountable",Item model number ZEB - A24FHD
"Samsung 25-inch(62.2cm) FHD, IPS Gaming, 240Hz, 1ms Flat Monitor, 1920 x 1080 Pixels, Height Adjustable Stand, HDR10, Nvidia G-Sync Compatible, Ultrawide Game View (LS25BG400EWXXL, Black)","19,200","M.R.P: ₹26,900₹26,900",4.4 out of 5 stars,181,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 25 Inches,Brand Samsung,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number LS25BG400EWXXL
"Samsung 25-inch(62.2cm) FHD, IPS Gaming, 240Hz, 1ms Flat Monitor, 1920 x 1080 Pixels, Height Adjustable Stand, HDR10, Nvidia G-Sync Compatible, Ultrawide Game View (LS25BG400EWXXL, Black)","19,200","M.R.P: ₹26,900₹26,900",4.4 out of 5 stars,181,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 25 Inches,Brand Samsung,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number LS25BG400EWXXL
"Acer EK220Q 21.5 Inch (54.61 Cm) Full HD (1920x1080 Pixels) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports (Black)","6,800","M.R.P: ₹7,599₹7,599",4.3 out of 5 stars,"2,951",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand Acer,Refresh Rate 75 Hz,Generic Name Monitor,Item model number UM.WE0SS.A01
"amazon basics 21.5"" Full Hd, Slim LCD Monitor with Led Back Light Technology, Stylish Bezel-Less Design, Wide Angle, in-Built Speakers, Flickerless, Black, Pack of 1","5,999","M.R.P: ₹14,000₹14,000",3.9 out of 5 stars,"1,917",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand amazon basics,Refresh Rate 75 Hz,Generic Name Monitors,Item model number AB23M215001BZS
TECNICO PC Monitor (49.53 cm/19.5 Inch) | Display Output-VGA & HDMI | LED Display | Resolution 1600 x 900 | Power Consumption 21W(Max) | 3 Years Warranty Free USB HUB 4 Port,"3,050","M.R.P: ₹9,999₹9,999",Does not exist,Does not exist,Display Resolution Maximum 1080p Full HD Pixels,Screen Size 19.5 Inches,Brand TECNICO,Refresh Rate 75 Hz,Generic Name PC Monitor,Item model number GXTF-WVHDF195
"LAPCARE LM195WDH 19 Inch(48.26CM) LED Display 16:10 1440x900 Pixel Ratio,Tilt Stand,Vesa Mount,HDMI + VGA Port (Black)","2,799","M.R.P: ₹7,499₹7,499",3.3 out of 5 stars,23,Display Resolution Maximum 1440 x 900 Pixels,Screen Size 19 Inches,Brand Lapcare,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LM195WDH
"Jin Office Heavy Duty Dual Monitor Stand with Gas Spring Height Adjustment for 13-35"" Monitors| Adjustable Double Monitor Arm | 2 Monitor Desk Mount | 15kg Wt. Capacity per Arm","10,990","M.R.P: ₹23,660₹23,660",4.4 out of 5 stars,66,None,None,None,None,Generic Name Dual Monitor Heavy Duty Arm,Item model number 25-C2
"BenQ EW2880U 28 Inch/71 cms 3840 x 2160 Pixels Premium HDR IPS 4K Bezel-Less Monitor with Remote Control, AMD Freesync, Premium Sound with TreVolo, 90% DCI-P3, HDMI, DP, USB-C(PD 60W)(Black)","29,654","M.R.P: ₹49,990₹49,990",4.4 out of 5 stars,228,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 28 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name Monitor,Item model number EW2880U
"Acer K202Q 19.5 Inch HD+ 1600 X 900 Pixels LCD Monitor with LED Backlight I 200 Nits Brightness I VGA, HDMI Port with Inbox HDMI Cable I Eye Care Features I Tilt Option I Wall Mount Option I Black","5,265","M.R.P: ₹8,000₹8,000",4.0 out of 5 stars,10,Display Resolution Maximum 1600 x 900 Pixels,Screen Size 19.5 Inches,Brand Acer,Refresh Rate 75 Hz,Generic Name Monitor,Item model number UM.IE0SI.001
"JIN OFFICE Four Monitor Stand With 13-32"" Support| 8 kg Weight Cap. Per Monitor| Four Monitor Arm| Tilt and Rotation Features | 3 yrs warranty","5,950","M.R.P: ₹9,092₹9,092",4.3 out of 5 stars,84,None,Screen Size 32 Inches,Brand JIN OFFICE,Refresh Rate 144 Hz,Generic Name Jin office Four Monitor Stand,None
"Samsung 27-Inch(68.6cm) FHD 1000R Curved LCD Monitor, VA, 75 Hz, Bezel Less Design, AMD Freesync, Speakers, DP, HDMI, Audio-in Port (LS27C390EAWXXL, Black)","15,999","M.R.P: ₹31,000₹31,000",4.2 out of 5 stars,339,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand Samsung,Refresh Rate 75 Hz,Generic Name Monitor,Item model number LS27C390EAWXXL
"MSI G24C4 E2 24 Inch Fhd Curved Gaming Monitor - 1500R 1920 X 1080 Va Panel, 180Hz / 1Ms, Black",Does not exist,Does not exist,4.4 out of 5 stars,"1,082",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand MSI,Refresh Rate 144 Hz,Generic Name Monitor,Item model number G24C4 E2
"Samsung 27-inch(68.4cm) Gaming, FHD, 165 Hz, 1 Ms, Flat Monitor, HAS, 3-Sided Borderless Display, Eye-Saver Mode, AMD FreeSync Premium, (LS27AG320NWXXL, Black)","15,199","M.R.P: ₹30,000₹30,000",4.3 out of 5 stars,78,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 27 Inches,Brand Samsung,Refresh Rate 165 Hz,Generic Name Monitor,Item model number LS27AG320NWXXL
"BenQ ZOWIE XL2411K 24""(61cm)Premium Esports Grade TN Panel Monitor with Height Adjustment-Full HD,144Hz, 1ms,320nits,DyAc,Black eQualizer,Color Vibrance,XL Setting to Share,HDMI,DP,Matte Finish(Gray)","19,299","M.R.P: ₹32,000₹32,000",4.5 out of 5 stars,"3,025",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand BenQ,Refresh Rate 144 Hz,Generic Name Monitor,Item model number XL2411K
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"Samsung 43-inch (107.99cm) M7 4K UHD Smart LED Monitor, Type-C, Smart TV apps, 1 Billion Color, TV Plus, Apple Airplay, Dex, Office 365, BT, IOT, Speakers, Remote (LS43BM700UWXXL, Black)","34,799","M.R.P: ₹63,000₹63,000",3.9 out of 5 stars,56,"Display Resolution Maximum 3,840 x 2,160 Pixels",Screen Size 43 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LS43BM700UWXXL
"Acer Nitro VG240YS 23.8 Inch (60.45 Cm) IPS Full HD 1920 X 1080 Pixels, Gaming LCD Monitor with LED Backlight I AMD Freesync I 0.5 MS Response time I 165Hz Refresh Rate I Dp, 2 X Hdmi, Black","12,999","M.R.P: ₹24,000₹24,000",4.3 out of 5 stars,"2,991",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand Acer,Refresh Rate 165 Hz,Generic Name Monitor,Item model number VG240YS
"Lenovo L-Series 55.88 cm (22 inch) 1920 X 1080 Pixels FHD IPS Ultraslim Monitor |16.7 Mn Colors, 99% sRGB, 75Hz, 4ms, AMD FreeSync, HDMI, TUV Eye Comfort & Low Blue Light, Tilt Stand, Black, L22-i30","7,299","M.R.P: ₹16,590₹16,590",4.4 out of 5 stars,483,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 21.5 Inches,Brand Lenovo,Refresh Rate 75 Hz,Generic Name Monitor,Item model number L22i-30
"LG Ultragear Gaming 24 Inch (60.3 Cm) Full HD (1920 x 1080) Pixels LCD Monitor 165Hz, 1ms, Freesync Premium, HDMI x 2, Display Port, HP Out, Reader Mode, VA, Flicker Safe - 24GQ50F (Black)","10,000","M.R.P: ₹18,000₹18,000",4.3 out of 5 stars,103,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 60.3 Centimetres,Brand LG,Refresh Rate 165 Hz,Generic Name Computer Monitor,Item model number 24GQ50F-B.ATR
